log_case,shape_id,stroke_width,stroke_length,average_hue,hue_sd,average_saturation,saturation_sd,average_value,value_sd,label
DetR-large-scale.coco-segmentation/Marsh Valley,20,5.155506806754673,283,27.157119476268413,35.512735239723156,108.2759410801964,37.119007891698274,165.89459901800328,57.324630630166645,False
DetR-large-scale.coco-segmentation/Marsh Valley,21,4.649541302881317,275,26.184363636363635,32.85352355607518,109.81454545454545,33.21238223741708,164.44763636363638,56.22004805675758,False
DetR-large-scale.coco-segmentation/Marsh Valley,22,3.723986309575625,282,24.684356435643565,27.17680601141099,108.9920792079208,27.25903495661582,174.79207920792078,51.71485353237418,False
DetR-large-scale.coco-segmentation/River Oakcrest,0,5.015507671441024,375,25.276021080368906,24.696595637427578,149.36341677646024,70.42773442538288,4.057092665788318,1.3619424039755954,True
DetR-large-scale.coco-segmentation/River Oakcrest,1,5.293801307751856,550,24.06344005956813,24.86770049387875,144.0933730454207,72.17540318064724,3.843931496649293,1.3228300743416719,True
DetR-large-scale.coco-segmentation/River Oakcrest,2,5.434855574497783,274,27.572722429408632,34.39283328002182,133.68646776771445,74.44720085125967,4.137986148108684,1.3346059077309578,True
DetR-large-scale.coco-segmentation/River Oakcrest,3,5.187075971947659,438,23.140630938806538,26.100498447620325,138.51881413911062,76.04321177145582,4.005511212466742,1.3926041395181104,True
DetR-large-scale.coco-segmentation/River Oakcrest,4,5.55470581937591,402,23.12353269983231,27.593569653714567,140.84255636295882,84.65392668930234,3.7225638159120553,1.4009697140634219,True
DetR-large-scale.coco-segmentation/River Oakcrest,5,5.741029943585163,351,22.832334091378954,29.874560375827766,127.64420095100269,87.19988452658997,3.677899524498656,1.5423299834308244,True
DetR-large-scale.coco-segmentation/River Oakcrest,6,4.99009244209008,289,22.799451386772326,24.664132393072045,144.7482474855227,77.59619695122447,3.8338921060652242,1.4264953972944139,True
DetR-large-scale.coco-segmentation/River Oakcrest,7,5.492097055992888,284,27.589112797696938,33.94541590095672,142.3014917560848,76.8344639803119,4.003925673907354,1.5388998673059229,True
DetR-large-scale.coco-segmentation/River Oakcrest,8,5.063970531719782,337,25.532879818594104,28.612210573435824,149.80448475686572,71.20462296871416,4.081380700428319,1.4003125693762266,True
DetR-large-scale.coco-segmentation/River Oakcrest,9,5.53562441483612,366,26.095832451872223,30.407143407304204,144.67928918976094,80.32863507724049,3.7622170509837107,1.4585980765487516,True
DetR-large-scale.coco-segmentation/River Oakcrest,10,5.455195788842952,359,24.631195022527354,27.128548960193772,143.3383394121433,76.28955365119424,3.9809053851104914,1.4614623685628534,True
DetR-large-scale.coco-segmentation/River Oakcrest,11,4.95641374797133,321,22.081891299049477,17.55059872494596,140.11479405313185,73.4672427829268,3.91786497684621,1.4334978327025636,True
DetR-large-scale.coco-segmentation/River Oakcrest,12,5.318809260980082,304,29.913705583756347,38.17974673682289,149.03045685279187,69.52637431992568,4.1655386350817825,1.5315656717868054,True
DetR-large-scale.coco-segmentation/River Oakcrest,13,5.2660108279433855,295,24.965390070921988,28.629785499644353,152.55574468085106,76.15776141029232,3.898723404255319,1.5129553302382106,True
DetR-large-scale.coco-segmentation/River Oakcrest,14,5.043758442950456,300,25.301711633304322,29.84787957728391,151.07252683492894,73.56330320784026,4.153466782709603,1.4959393903793712,True
DetR-large-scale.coco-segmentation/River Oakcrest,15,4.457802196164292,267,25.62490650710546,27.30009124087582,156.9184741959611,70.38423296150337,4.06544502617801,1.3820555188377586,True
DetR-large-scale.coco-segmentation/River Oakcrest,16,4.587893024969672,269,20.940875049270794,20.585182926379144,148.99369333858888,78.67720409034597,4.040599132834056,1.4692778532525332,True
DetR-large-scale.coco-segmentation/River Oakcrest,17,4.3427142199277675,269,23.918375394321767,21.29361458198994,150.375,66.32111198935624,4.304416403785489,1.4914306398293444,True
DetR-large-scale.coco-segmentation/River Oakcrest,18,4.684639478048056,273,26.098783634353115,28.640285461919046,151.69701437523037,71.59685365249227,4.108735716918541,1.46804304213978,True
DetR-large-scale.coco-segmentation/River Oakcrest,19,3.5795691568721044,265,24.944444444444443,26.299987176885963,140.69015356820236,69.92312027202615,3.908762420957543,1.385101069403657,True
DetR-large-scale.coco-segmentation/River Oakcrest,20,3.8055297174213547,335,24.74255806346091,23.9112577605715,137.14622178606476,66.14981271995948,4.252862283284266,1.3615998036115635,True
DetR-large-scale.coco-segmentation/River Oakcrest,21,4.8690868323008205,267,24.22716049382716,28.8991050839512,136.3925925925926,75.0509058149789,4.165784832451499,1.4817027633514708,True
DetR-large-scale.coco-segmentation/River Oakcrest,22,4.463619803464643,330,22.413727959697734,21.45709474317718,149.34068010075566,63.34641322167592,4.455919395465995,1.3211881049329273,True
DetR-large-scale.coco-segmentation/River Oakcrest,23,5.001989228097184,268,24.03693079956974,26.2030381787755,144.46360702760848,75.50847726210273,4.182144137683758,1.545934742033062,True
DOS-semicon.coco-segmentation/Saint Valleyville,0,6.2997102138761445,280,0.0,0.0,0.0,0.0,132.10698404394455,33.76158986059834,True
DOS-semicon.coco-segmentation/Saint Valleyville,1,6.746556124042753,340,0.0,0.0,0.0,0.0,142.2402141802068,35.474257006259485,True
DOS-semicon.coco-segmentation/Saint Valleyville,2,6.544786926643923,358,0.0,0.0,0.0,0.0,136.92747035573123,44.75566601712539,True
DOS-semicon.coco-segmentation/Saint Valleyville,3,6.6372326142236915,294,0.0,0.0,0.0,0.0,148.0958803334968,40.756190570704796,True
DOS-semicon.coco-segmentation/Saint Valleyville,4,7.031562087583535,348,0.0,0.0,0.0,0.0,135.09879474068663,42.65169197523266,True
DOS-semicon.coco-segmentation/Saint Valleyville,5,7.33389254276796,296,0.0,0.0,0.0,0.0,146.0996076721883,40.1701738631824,True
DOS-semicon.coco-segmentation/Saint Valleyville,6,7.371449072874516,298,0.0,0.0,0.0,0.0,147.95888335858038,41.64394004468061,True
DOS-semicon.coco-segmentation/Saint Valleyville,7,7.537036568117497,379,0.0,0.0,0.0,0.0,138.53678614302865,46.232050351908875,True
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,0,4.924687118942249,156,0.0,0.0,0.0,0.0,220.92316855270994,49.92890173591519,False
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,1,1.961794561340022,2040,0.0,0.0,0.0,0.0,110.05821503246396,88.73324690206454,True
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,2,4.7290754086551186,316,0.0,0.0,0.0,0.0,198.99818291944277,51.27209157080761,False
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,3,4.608518299029201,321,0.0,0.0,0.0,0.0,193.9633407714377,55.16147445461011,False
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,4,4.84596106650247,467,0.0,0.0,0.0,0.0,174.93069092484296,67.80181055577104,False
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,5,4.878339849541439,357,0.0,0.0,0.0,0.0,188.65388983532085,62.853802885046065,False
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,6,6.804605434722643,564,0.0,0.0,0.0,0.0,122.61200450681143,78.32703149524363,True
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,7,6.915273443033795,672,0.0,0.0,0.0,0.0,120.10421585160202,80.87754843325793,True
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,8,7.533336663321634,410,0.0,0.0,0.0,0.0,85.03226288274831,66.0090416682387,True
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,9,5.21700169237472,259,0.0,0.0,0.0,0.0,151.30189816209702,65.44867626683002,False
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,10,5.134006579860491,267,0.0,0.0,0.0,0.0,171.37816455696202,64.96521730835885,False
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,11,3.611245779419743,2182,0.0,0.0,0.0,0.0,78.44181235129822,78.65420338081186,True
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,12,5.211045867825521,316,0.0,0.0,0.0,0.0,132.71906879414072,84.62648662829594,True
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,13,6.18145481859607,553,0.0,0.0,0.0,0.0,156.95858391013275,70.19297764967139,True
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,14,2.5225774064455124,789,0.0,0.0,0.0,0.0,134.6316688006829,84.45786067944438,True
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,15,6.980967466541875,597,0.0,0.0,0.0,0.0,154.10383545310015,74.35458413862332,False
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,16,8.53744768492891,681,0.0,0.0,0.0,0.0,91.04617262674135,79.08220812570013,True
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,17,7.339841857096315,484,0.0,0.0,0.0,0.0,105.22324259319996,79.57839197891052,True
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,18,5.491799502910224,307,0.0,0.0,0.0,0.0,148.5084824541018,71.11091100559824,True
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,19,6.548038537261889,366,0.0,0.0,0.0,0.0,105.04924874791318,76.50390943519166,True
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,20,4.924267598862398,269,0.0,0.0,0.0,0.0,129.9452804377565,72.24368637150094,False
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,21,5.2750979733418255,276,0.0,0.0,0.0,0.0,158.7460209955977,78.61794587795664,False
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,22,3.827254750939111,816,0.0,0.0,0.0,0.0,74.81387298628678,68.24165847044463,True
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,23,5.285327178550358,404,0.0,0.0,0.0,0.0,184.91460817717206,69.23924457507378,False
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,24,5.713009766499143,76,0.0,0.0,0.0,0.0,203.54697986577182,56.13328584244284,False
UNISEM-ZN1461.coco-segmentation/Grand Clearboro,25,5.7456977228704345,87,0.0,0.0,0.0,0.0,202.1405109489051,53.449242254209274,False
fariq-generalize-dos.coco-segmentation/South Rockford,0,6.20264902245541,277,0.0,0.0,0.0,0.0,113.63011777902412,34.06412878234365,False
fariq-generalize-dos.coco-segmentation/South Rockford,1,6.778782862122796,363,0.0,0.0,0.0,0.0,136.02411399342347,64.86428993153073,True
fariq-generalize-dos.coco-segmentation/South Rockford,2,4.830399974910247,869,0.0,0.0,0.0,0.0,164.0233962264151,69.48565437705028,True
fariq-generalize-dos.coco-segmentation/South Rockford,3,6.787685620110928,266,0.0,0.0,0.0,0.0,119.23879142300196,36.85774238322356,False
fariq-generalize-dos.coco-segmentation/South Rockford,4,6.202084015644817,304,0.0,0.0,0.0,0.0,115.82377218324392,32.385955024367924,False
fariq-generalize-dos.coco-segmentation/South Rockford,5,7.102178850157594,299,0.0,0.0,0.0,0.0,126.31641589939366,40.788779015794475,False
fariq-generalize-dos.coco-segmentation/South Rockford,6,7.2054213494026325,290,0.0,0.0,0.0,0.0,124.95921081800044,39.31981679303846,False
fariq-generalize-dos.coco-segmentation/South Rockford,7,7.498957767759787,364,0.0,0.0,0.0,0.0,120.50492313007427,42.60091533651837,False
fariq-generalize-dos.coco-segmentation/New Goldshire,0,4.118791005575196,155,34.603372434017594,12.788271996253021,36.761730205278596,15.165740308927443,183.3841642228739,40.09236675971273,False
fariq-generalize-dos.coco-segmentation/New Goldshire,1,6.0433348188108935,235,31.97278716700086,9.491940750428407,37.575479805213405,17.66322058746462,198.72500716127183,39.501005309663,True
fariq-generalize-dos.coco-segmentation/New Goldshire,2,5.854653258266541,227,33.84409864944216,15.867313669785977,39.88314738696418,18.18809122899705,184.47739283617148,37.609459583474546,True
fariq-generalize-dos.coco-segmentation/New Goldshire,3,5.959928145672682,245,31.55449705799944,5.864388118368642,41.01625105071449,12.260608279910254,155.04679181843653,32.68814405947156,False
fariq-generalize-dos.coco-segmentation/New Goldshire,4,4.817473845077182,416,31.820422535211268,14.572906385676447,34.85761443661972,16.963590337130544,181.9425616197183,44.04029447108723,True
fariq-generalize-dos.coco-segmentation/New Goldshire,5,5.848072024646288,248,30.959281100814376,8.217642812913134,40.59028362819433,13.585917265307266,175.59196854816062,39.52270036966228,False
fariq-generalize-dos.coco-segmentation/New Goldshire,6,6.413047493255774,250,29.999202763752326,9.265318816350204,41.01753919744884,15.272116242478507,177.77066170608558,41.58306103373725,False
